seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
48,4,31,2,,2230,922,,,,
5,5,2,2,1969,234,693,307,365,,
62,5,4,2,1393,433,,1188,283,,
17,5,6,2,1305,749,380,,,,
55,5,8,2,,,,,,,
24,5,10,2,1002,446,,195,,,
7,5,12,2,3074,105,,,,,
12,5,14,2,4161,,174,,,,
47,5,16,2,603,1220,,491,718,,
29,5,18,2,2675,889,317,447,1405,,
13,5,20,2,957,570,146,103,,,
53,5,22,2,286,,,232,131,,
61,5,24,2,831,162,,273,,,
46,5,26,2,543,407,178,,,,
37,5,28,2,2204,1071,142,,,,
59,5,30,2,729,,,,251,,
68,5,32,2,,454,126,,,711,
16,6,1,2,2694,1684,160,1252,2770,,
11,6,3,2,,1332,,1252,2653,,
35,6,5,2,3435,2194,3685,541,489,,
64,6,7,2,923,2331,545,892,852,,
61,6,9,2,901,389,,,1707,,
27,6,11,2,976,352,,727,1243,,
15,6,13,2,3167,2676,2501,2769,2650,,
48,6,15,2,3230,2165,613,387,,377,
58,6,17,2,2393,679,323,541,1633,,
51,6,19,2,240,336,960,235,,,
22,6,21,2,1511,4963,,,395,,
53,6,23,2,1876,1500,640,138,,,
5,6,25,2,266,166,586,404,2827,,
62,6,27,2,,135,1592,,1588,,
49,6,29,2,8369,640,840,333,425,,
18,6,31,2,1750,951,1817,656,260,,
54,7,2,2,1021,155,,664,198,,
35,7,4,2,,,,,1398,,
45,7,6,2,694,403,108,,,1393,
13,7,8,2,280,267,314,266,235,,
63,7,10,2,,,,,117,,
9,7,12,2,692,635,208,532,1466,621,
52,7,14,2,289,586,124,243,,,
20,7,16,2,152,1077,,1311,,,
43,7,18,2,290,,247,,585,,
16,7,20,2,248,,,,,,
57,7,22,2,720,115,,109,899,,
55,7,24,2,,365,893,965,1378,,
38,7,26,2,231,,,,,,
26,7,28,2,848,780,732,316,1373,,
8,7,30,2,3827,1721,1607,373,286,,
50,7,32,2,504,,,,,,
45,8,1,2,8131,461,1382,759,804,,
48,8,3,2,2456,155,717,267,208,,
