seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
64,17,14,1,745,869,1137,663,554,459,
41,17,16,1,1102,1158,1305,676,603,543,
52,17,18,1,1242,136,518,826,772,735,
26,17,20,1,4331,2049,1638,133,1139,823,
55,17,22,1,,,103,210,606,549,
40,17,24,1,4129,994,713,497,,163,
34,17,26,1,1019,814,2158,1496,825,470,
29,17,28,1,1410,2843,2209,543,1067,1454,
62,17,30,1,1531,433,1205,885,732,415,
46,17,32,1,1485,1802,2923,1290,783,518,
11,1,2,2,3006,2372,2580,2426,1404,2850,
13,1,4,2,4232,701,1382,1806,1267,1332,
9,1,6,2,1505,2364,1598,1749,957,1565,
17,1,8,2,1754,1726,1609,1411,2303,169,
47,1,10,2,2347,1335,1013,369,208,1372,
56,1,12,2,546,719,510,167,358,1007,
16,1,14,2,3707,1554,727,948,148,1262,
7,1,16,2,2780,2789,3275,1438,1124,1433,
62,1,18,2,1046,2433,1686,1929,1661,2943,
40,1,20,2,2867,2079,3253,1294,124,1824,
26,1,22,2,2442,1335,1292,1014,1784,1179,
20,1,24,2,2551,1277,,228,,559,
8,1,26,2,2951,1385,1679,1314,1636,1682,
15,1,28,2,3743,1788,1774,2634,445,2610,
29,1,30,2,3001,1965,1643,1739,2109,2322,
63,1,32,2,460,145,469,121,389,161,
30,2,1,2,2186,116,165,653,682,810,
41,2,3,2,2712,1273,1069,634,744,1032,
20,2,5,2,769,1195,1191,257,693,686,
39,2,7,2,2328,137,,151,777,746,
48,2,9,2,1479,1423,479,283,,183,
34,2,11,2,676,1425,,179,,211,
66,2,13,2,886,,193,770,853,508,
56,2,15,2,769,645,700,232,704,175,
6,2,17,2,1039,382,421,1092,529,1930,
52,2,19,2,1252,1065,788,686,479,1911,
62,2,21,2,1758,783,580,529,1524,1257,
54,2,23,2,1049,1184,812,754,693,965,
67,2,25,2,1737,1001,1309,1062,823,1274,
23,2,27,2,1506,1474,1190,518,187,315,
37,2,29,2,2394,705,330,1033,744,817,
26,2,31,2,1139,698,366,125,626,861,
7,3,2,2,2349,168,169,846,160,142,
14,3,4,2,1123,2877,159,263,1499,1180,
