seq,subj,item,cond,R1,R2,R3,R4,R5,R6,R7
16,1,2,1,922,213,138,1367,204,1364,
59,1,4,1,867,129,518,1645,,128,
22,1,6,1,528,590,2199,1730,1462,1085,
36,1,8,1,1085,1345,1744,1295,1309,1248,
53,1,10,1,1662,,259,1266,1565,1349,
65,1,12,1,1411,4161,677,201,106,700,
68,1,14,1,1822,1276,128,448,133,,214
52,1,16,1,569,174,2113,960,1397,1045,
8,1,18,1,892,412,188,504,291,1769,
67,1,20,1,1072,410,99,164,,,139
64,1,22,1,1123,292,400,96,247,1050,
18,1,24,1,483,980,579,92,,339,
10,1,26,1,423,1255,1241,1023,152,1231,
34,1,28,1,3199,1829,1492,229,2541,1639,
20,1,30,1,301,587,224,535,212,210,
58,1,32,1,1437,116,386,1717,228,724,
50,1,1,2,586,130,144,1827,,226,
12,1,3,2,816,275,1936,267,,256,
5,1,5,2,,2348,353,2706,1210,1690,
14,1,7,2,481,628,274,173,223,197,
27,1,9,2,994,281,1476,1568,101,302,
55,1,11,2,707,210,131,643,413,1280,
33,1,13,2,2460,2512,2236,199,,115,
45,1,15,2,522,457,224,554,1467,1309,
57,1,17,2,1608,81,597,722,2020,1740,
9,1,19,2,424,701,169,482,437,247,
46,1,21,2,3106,1582,1772,2580,1258,1564,
63,1,23,2,2175,468,521,1605,1834,1351,
35,1,25,2,1800,1256,1430,1526,2177,1225,
7,1,27,2,692,917,281,123,224,436,
56,1,29,2,390,377,386,185,355,1692,
24,1,31,2,382,583,1208,158,187,294,
8,2,2,1,3308,2528,3045,1245,2472,1467,
11,2,4,1,2795,2171,400,1571,,166,
63,2,6,1,1241,2838,1569,1896,947,157,
54,2,8,1,1041,1352,1191,799,1473,2542,
17,2,10,1,1637,1907,1399,1317,1253,846,
39,2,12,1,1034,265,134,1559,191,599,
32,2,14,1,2420,3361,2090,1521,1678,841,
23,2,16,1,1611,3458,2591,1442,762,1078,
48,2,18,1,1433,1683,2028,1237,981,823,
44,2,20,1,1505,2032,1500,1010,1593,603,
16,2,22,1,,,,,,162,
37,2,24,1,1422,1526,1258,1721,,568,
40,2,26,1,,141,1749,1250,1348,1125,
65,2,28,1,840,877,157,1206,284,235,
10,2,30,1,1983,2232,2272,1952,2349,1566,
53,2,32,1,1218,2451,1309,766,613,614,
13,2,1,2,1863,1656,976,976,,174,
61,2,3,2,1428,858,1192,974,1058,1024,
57,2,5,2,2531,245,1604,873,1103,926,
35,2,7,2,1853,1719,1833,2082,1264,985,
49,2,9,2,1222,1238,1165,854,1130,836,
45,2,11,2,1776,2176,151,545,174,107,
26,2,13,2,2533,1889,1287,1728,1630,1007,
22,2,15,2,1175,1379,994,590,188,1002,
28,2,17,2,1592,2635,1357,2205,1258,943,
30,2,19,2,2726,4006,1488,1491,1200,2553,
31,2,21,2,1667,156,912,1499,1361,1291,
60,2,23,2,1359,969,812,957,756,1505,
38,2,25,2,1452,1436,1429,1943,778,1316,
27,2,27,2,2399,225,143,1229,118,1487,
5,2,29,2,2251,2300,2336,2719,1414,1007,
52,2,31,2,1129,2260,3093,3218,886,970,
37,3,2,1,1504,1704,876,333,176,425,
60,3,4,1,1485,116,1724,820,156,415,
48,3,6,1,1951,1094,651,116,642,602,
51,3,8,1,1378,1147,141,362,796,197,
54,3,10,1,,194,631,699,895,581,
20,3,12,1,931,262,1211,943,853,,
23,3,14,1,857,1080,840,247,189,537,
41,3,16,1,1668,1232,1912,377,338,460,
65,3,18,1,2365,1921,1174,877,458,314,
63,3,20,1,2173,1415,1513,145,685,559,
19,3,22,1,1280,419,397,252,192,744,
68,3,24,1,1490,1003,892,254,,172,
28,3,26,1,3412,381,1167,833,565,443,
39,3,28,1,2087,1208,1184,173,264,943,
35,3,30,1,1853,472,1198,82,1332,718,
36,3,32,1,1227,646,902,1171,127,386,
17,3,1,2,1347,1603,967,882,731,507,
42,3,3,2,1835,286,1354,530,649,1653,
66,3,5,2,1479,1176,757,885,211,440,
29,3,7,2,1938,986,1035,400,114,858,
13,3,9,2,1338,1144,1090,486,162,389,
6,3,11,2,2124,1746,157,1100,165,769,
44,3,13,2,2557,1674,1084,1453,681,410,
27,3,15,2,847,317,275,,111,493,
56,3,17,2,1849,1949,821,104,1075,989,
47,3,19,2,1628,316,1380,159,679,306,
10,3,21,2,2515,1038,641,968,879,751,
33,3,23,2,1793,1006,1114,537,488,998,
59,3,25,2,3853,1027,1453,966,565,680,
50,3,27,2,2574,563,420,498,150,147,
21,3,29,2,1657,1246,983,712,173,885,
53,3,31,2,1700,1385,1055,695,705,472,
43,4,2,1,3828,3413,1972,1988,1680,1065,
55,4,4,1,2533,3262,3646,3789,,140,
18,4,6,1,3592,3065,1930,2570,3062,3602,
32,4,8,1,1836,316,1971,1073,1805,3374,
13,4,10,1,2866,2188,,184,1886,1974,
11,4,12,1,2665,4059,2183,194,,217,
46,4,14,1,981,461,2168,1957,1471,1174,
26,4,16,1,3020,286,3849,2118,768,158,197
57,4,18,1,2841,371,2832,2734,1868,1720,
65,4,20,1,3208,342,3080,4456,2902,1806,
39,4,22,1,3102,1937,2004,1884,1003,151,
63,4,24,1,1887,2557,1984,2318,,124,
12,4,26,1,3742,1527,2002,2073,1594,1344,
22,4,28,1,923,194,3162,2585,177,165,
5,4,30,1,4183,3516,3588,3313,2065,2529,
45,4,32,1,1935,2250,2204,1919,2183,1229,
49,4,1,2,3330,3129,1384,2192,1868,2003,
35,4,3,2,2539,3513,2076,2404,,154,
6,4,5,2,3328,2038,3587,195,1225,1785,
24,4,7,2,5789,2301,3004,4102,1063,1558,
30,4,9,2,2367,2615,1836,1245,,170,
40,4,11,2,1740,355,2000,2924,372,190,
64,4,13,2,2807,3022,3181,3386,,138,
34,4,15,2,2436,1641,3274,2220,1405,2526,
47,4,17,2,3527,418,2101,2146,3663,2446,
29,4,19,2,1106,560,2649,1950,1678,2010,
8,4,21,2,4520,2218,2499,1771,1272,1879,
52,4,23,2,2417,3103,1890,3513,2089,2806,
15,4,25,2,807,648,264,3265,,,
67,4,27,2,2737,2302,2701,1670,1079,166,
41,4,29,2,3405,2785,141,170,765,369,
48,4,31,2,4267,2624,2002,277,1459,1657,
38,5,2,1,2238,1994,2551,1701,,217,
43,5,4,1,1883,2449,167,1561,1428,934,
40,5,6,1,2202,2674,1953,1934,289,205,
31,5,8,1,1655,228,1491,900,2002,1596,
22,5,10,1,1838,1648,2492,1442,177,84,
18,5,12,1,1419,3495,2632,1688,,248,221
35,5,14,1,1730,1248,1634,1462,1118,667,
15,5,16,1,3591,2228,2192,699,116,137,
47,5,18,1,2202,2552,1924,1324,1394,731,
16,5,20,1,4223,2595,2056,1556,150,290,
21,5,22,1,,,,,159,182,
45,5,24,1,3271,1341,1141,164,327,192,
53,5,26,1,3124,2800,2243,481,169,352,
51,5,28,1,3166,1741,2412,1358,,148,
24,5,30,1,2654,2175,2351,2260,,437,
14,5,32,1,2017,1917,1984,1534,273,150,
54,5,1,2,1915,2973,1173,1803,93,738,
11,5,3,2,3020,1240,1510,1260,1444,1643,
56,5,5,2,4231,3385,1582,1292,322,188,
36,5,7,2,3514,1263,150,1318,755,761,
60,5,9,2,2684,1765,1497,728,153,139,
46,5,11,2,2499,3186,1746,343,231,103,
29,5,13,2,2820,1405,2120,1940,388,308,
68,5,15,2,1614,3064,134,206,1535,417,
28,5,17,2,1901,1490,2132,1585,278,309,
34,5,19,2,2297,1937,1790,1603,1160,2060,
7,5,21,2,2111,2093,1211,1638,169,289,
25,5,23,2,2024,1340,2206,1725,706,142,
30,5,25,2,2208,1947,1450,1813,1062,318,
8,5,27,2,2802,1890,1622,1058,744,376,
63,5,29,2,3885,2574,153,1553,147,966,
6,5,31,2,2346,2173,301,182,167,1260,
43,6,2,1,942,112,195,467,1743,1494,267
66,6,4,1,1713,329,85,1838,1423,4249,
64,6,6,1,2291,1057,149,471,698,1349,
17,6,8,1,712,332,628,643,371,138,
22,6,10,1,1066,426,558,1409,2056,1224,
21,6,12,1,581,213,515,395,,228,
38,6,14,1,1731,1080,1668,1273,352,682,140
19,6,16,1,3651,1712,1948,4306,1313,938,
28,6,18,1,5416,965,167,336,,282,
42,6,20,1,1224,777,522,1008,948,3192,
53,6,22,1,1984,544,1145,916,338,2681,
13,6,24,1,2650,3689,1508,1441,,593,
45,6,26,1,1916,120,558,1534,177,270,
14,6,28,1,1186,936,1303,1442,181,227,
63,6,30,1,1004,1033,668,202,2020,337,
56,6,32,1,1258,875,350,865,1118,784,294
57,6,1,2,2026,611,1048,468,102,293,
36,6,3,2,2369,203,667,791,,163,
51,6,5,2,1156,226,1701,1725,1102,2452,
68,6,7,2,1838,95,868,1269,1206,2229,
15,6,9,2,2476,208,262,1086,426,385,
40,6,11,2,,319,1963,1924,4087,189,
46,6,13,2,577,,170,637,1058,240,
8,6,15,2,2034,218,727,1074,263,172,
27,6,17,2,916,353,655,875,216,188,
62,6,19,2,1470,959,616,,246,112,
33,6,21,2,1303,1328,2072,1169,934,137,
54,6,23,2,609,439,271,603,176,399,
12,6,25,2,1815,1694,,354,374,167,
61,6,27,2,1582,1217,118,1708,1081,591,
7,6,29,2,4459,2542,,211,,187,
6,6,31,2,3531,155,1898,1921,164,3412,
12,7,2,1,2221,151,1959,1155,1504,989,
21,7,4,1,1775,3093,1657,,144,1211,
6,7,6,1,2308,2914,298,174,174,1788,
17,7,8,1,1333,1388,146,185,1252,1606,
49,7,10,1,1943,355,155,1299,1005,650,
10,7,12,1,1883,2236,,139,165,116,
19,7,14,1,2231,1266,1744,822,1596,1434,
31,7,16,1,2387,2661,3013,2114,914,1417,
28,7,18,1,2324,,111,150,331,1262,
16,7,20,1,2907,123,124,2841,970,1114,
27,7,22,1,1599,1861,428,144,1589,1575,
20,7,24,1,2151,1589,1267,1004,,391,
60,7,26,1,2285,1905,1406,963,876,1042,
48,7,28,1,2323,2186,4312,1484,156,941,
52,7,30,1,4541,273,1455,2244,1140,724,
32,7,32,1,1549,1757,1434,1370,820,590,
43,7,1,2,1624,2725,1795,1342,,104,
35,7,3,2,2042,1606,1583,1844,,120,
46,7,5,2,1971,1238,2167,1507,947,1128,
29,7,7,2,2228,1336,,152,1186,1268,
23,7,9,2,2004,218,135,992,256,143,
45,7,11,2,1630,1066,191,140,231,105,
37,7,13,2,809,303,2085,2426,145,201,
26,7,15,2,1659,978,109,787,225,126,
58,7,17,2,3358,3361,1531,1654,1872,1491,
56,7,19,2,2115,,119,1125,1296,1459,
42,7,21,2,2895,1408,1174,1492,,83,
59,7,23,2,2209,1705,1556,1216,1230,598,
40,7,25,2,1630,1494,1256,1956,953,898,
11,7,27,2,3104,1968,1921,181,442,562,
65,7,29,2,2201,,112,1200,1369,1649,
57,7,31,2,2343,1839,1718,2444,224,125,
63,8,2,1,2277,2382,1825,1887,1162,994,
48,8,4,1,2256,2624,1099,1473,248,195,
52,8,6,1,1720,2207,1407,2362,1786,1581,
35,8,8,1,590,538,1617,1791,731,1004,
15,8,10,1,2022,1839,1272,1147,275,159,
41,8,12,1,656,1469,1256,976,250,993,231
8,8,14,1,2256,1215,584,436,248,1371,
9,8,16,1,3184,628,177,208,1655,1411,
7,8,18,1,2401,410,1917,636,467,1992,
54,8,20,1,2081,1951,1666,1690,1285,2018,
66,8,22,1,1481,1288,1733,1716,296,1976,
31,8,24,1,425,269,160,1485,233,403,
6,8,26,1,3242,1887,1805,1621,1377,2278,
51,8,28,1,2970,1914,1394,2067,,323,
44,8,30,1,234,2477,162,271,679,230,
19,8,32,1,2615,371,406,158,223,737,
26,8,1,2,3166,240,734,94,190,,
42,8,3,2,529,1084,1288,753,376,,
38,8,5,2,438,1987,816,460,181,1177,
32,8,7,2,672,1070,1555,372,1282,2772,
28,8,9,2,1754,358,780,179,756,662,
30,8,11,2,585,1649,964,1197,1274,188,
57,8,13,2,2640,2027,1551,1541,,199,
34,8,15,2,506,1158,238,1156,700,488,
40,8,17,2,499,1783,432,652,153,288,
60,8,19,2,1938,1951,1682,1438,1776,2571,
64,8,21,2,2376,1691,1486,2246,1364,1752,
11,8,23,2,1924,,162,1338,1324,1741,
10,8,25,2,3439,1079,286,3246,700,300,
23,8,27,2,1573,175,116,138,304,411,
49,8,29,2,2843,2176,1997,1657,327,182,
62,8,31,2,2040,1726,1459,1717,1331,1916,
20,9,2,1,966,1063,230,342,327,137,
6,9,4,1,2752,1537,168,1451,287,1502,
14,9,6,1,3829,1099,473,623,219,91,
50,9,8,1,1331,1426,650,138,165,680,
9,9,10,1,713,166,333,419,160,177,
39,9,12,1,1265,836,277,177,146,179,
56,9,14,1,1937,322,417,705,234,,159
45,9,16,1,1922,105,234,580,1163,197,
11,9,18,1,2676,224,472,186,447,2196,
42,9,20,1,1592,556,195,282,483,319,
27,9,22,1,1911,138,471,815,512,752,
36,9,24,1,2069,3383,1111,192,282,476,
32,9,26,1,1711,161,359,295,315,272,
33,9,28,1,3042,2377,3394,1343,349,83,
30,9,30,1,3478,,166,498,143,1576,
35,9,32,1,1534,2745,1625,308,325,1062,
57,9,1,2,988,163,162,1548,,270,
28,9,3,2,953,460,104,161,114,881,
64,9,5,2,794,919,232,811,156,223,
18,9,7,2,1575,179,1560,1258,1678,2535,
48,9,9,2,1986,3522,422,565,168,207,
44,9,11,2,,272,509,239,170,367,
12,9,13,2,404,1927,150,260,171,186,
47,9,15,2,502,917,168,337,418,175,
59,9,17,2,2628,2885,,186,333,215,
34,9,19,2,2170,3501,245,1122,1353,1272,
17,9,21,2,3007,,166,421,355,,
46,9,23,2,3176,436,176,656,391,,182
43,9,25,2,845,2695,201,197,209,190,
62,9,27,2,482,534,796,171,258,342,
52,9,29,2,5337,428,175,122,344,1614,
16,9,31,2,2368,142,184,269,1439,1662,
62,10,2,1,2452,2535,2440,2298,,156,
53,10,4,1,1992,711,160,1410,225,107,
20,10,6,1,1527,1849,817,137,1963,1857,
24,10,8,1,1337,158,2159,1029,85,,
56,10,10,1,1543,2081,421,1639,175,1138,
17,10,12,1,1651,3538,3201,1947,,131,
15,10,14,1,,113,2003,866,123,910,
18,10,16,1,2435,1844,1056,1058,1624,911,
10,10,18,1,2584,1830,1631,177,1107,1587,
40,10,20,1,2594,2493,2854,2310,1057,1580,
33,10,22,1,2033,1710,449,141,1691,1719,
9,10,24,1,2279,2422,1234,1323,,416,
31,10,26,1,2759,1752,1565,,185,1573,
38,10,28,1,5664,2052,2704,2060,134,328,
32,10,30,1,2677,2342,2177,2872,1450,2011,
64,10,32,1,2246,3219,317,110,192,1566,
5,10,1,2,2614,2276,,145,,170,
36,10,3,2,1542,148,1835,2075,,114,
44,10,5,2,2049,2032,2861,2644,2905,1696,
47,10,7,2,2538,1403,125,2251,1874,1434,
11,10,9,2,1924,2127,1747,473,,241,
8,10,11,2,1743,824,154,1581,193,87,
34,10,13,2,2895,1263,277,189,,146,
66,10,15,2,1716,1746,264,1396,152,1387,
29,10,17,2,1752,1785,353,121,163,2255,
39,10,19,2,1718,181,2741,1437,1706,2389,
16,10,21,2,98,138,114,2627,1994,1971,
27,10,23,2,1678,1871,,127,1146,166,
